"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","M"
13112024300,13112,"243","ほしのづか","星野塚","世田谷区 船橋五丁目","[中世]","塚","","",139.6265406,35.65754063,TRUE
13112024500,13112,"245","いしいどづか","石井土塚","世田谷区 大蔵三丁目","[古墳時代][奈良時代][平安時代][中世][近世]","塚？","方墳","",139.6073487,35.63401113,TRUE
13112024700,13112,"247","しものだいせき","下野田遺跡","世田谷区 喜多見五丁目 喜多見六丁目 喜多見七丁目","[旧石器時代][縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[旧石器時代]遺物集中箇所[縄文時代]落し穴　ピット　集石[古墳時代]住居　竪穴　土坑　溝　ピット[古代]住居　土坑　ピット[中世]溝　井戸　集石[近世]溝","旧石器　縄文土器　石器(石槍)　土師器　鉄製品　石製品　古銭　陶磁器",139.601044,35.63098942,TRUE
13112024800,13112,"248","おかもとはらいせき","岡本原遺跡","世田谷区 岡本一丁目","[縄文時代（早期〜中期）][古墳時代][中世][近世]","包蔵地","[古墳時代]溝","縄文土器 土師器 紡錘車 陶磁器",139.620332,35.62631979,TRUE
13112024900,13112,"249","せたうえはらいせき","瀬田上原遺跡","世田谷区 瀬田五丁目","[奈良時代][平安時代][中世]","包蔵地","","土師器 須恵器 カワラケ",139.6246306,35.62443671,TRUE
13112026400,13112,"264","きたみしみずいせき","喜多見清水遺跡","世田谷区 喜多見五丁目","[縄文時代（早期・中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]住居 [中世][近世]土坑 地下式土坑 井戸 溝","縄文土器 土師器 須恵器 土師質土器 陶磁器 石臼 鉄製品",139.6029495,35.62791983,TRUE
13112026500,13112,"265","しものだやまいせき","下野田山遺跡","世田谷区 喜多見六丁目","[旧石器時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック","石器 焼礫 土師器 陶器 カワラケ",139.6039245,35.6300624,TRUE
13112027800,13112,"278","からすやまじょう（とりで）せき・からすやまみなみはらいせき","烏山城(砦)跡・烏山南原遺跡","世田谷区 南烏山一丁目 南烏山二丁目","[旧石器時代][縄文時代（中期）][中世][近世]","集落・城館","[旧石器時代]ブロック 礫群 [近世]溝状遺構 [時期不明]溝","石器 焼礫 縄文土器 陶磁器",139.6085982,35.6676234,TRUE
13112028000,13112,"280","きたみなかどおりいせき","喜多見中通遺跡","世田谷区 喜多見七丁目","[縄文時代（中期〜晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","","土師器",139.5953277,35.63203595,TRUE
13112028100,13112,"281","たなおしいせき","田直遺跡","世田谷区 大蔵五丁目","[旧石器時代][縄文時代(早期〜後期)][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居址 土坑 炉穴 集石 ピット 配石 遺物集中部 土器埋設土坑 [古代以降]溝 土坑 ピット [中世以降]土坑 [近世以降]段切り ピット","[旧石器時代]石器 [縄文時代]土器 石器 土製品 石製品（装飾品） [古代以降]土師器 須恵器 [中世以降]陶磁器 [近世以降]陶磁器",139.6064007,35.62882062,TRUE
13112028200,13112,"282","しもそしがやまえいせき","下祖師谷前遺跡","世田谷区 成城九丁目","[中世]","包蔵地","","土師質土器",139.5975293,35.65114471,TRUE
13112028500,13112,"285","うなねほんむらいせき","宇奈根本村遺跡","世田谷区 宇奈根二丁目","[古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","","土師器 陶磁器",139.6021049,35.62118808,TRUE
13112028800,13112,"288","おかもとまえこうちいせき","岡本前耕地遺跡","世田谷区 岡本二丁目","[縄文時代（早期〜晩期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石 杭列 [近世]溝","縄文土器 石器 土製品 石製品 木製品 浮子 弥生土器 土師器 須恵器 灰釉 陶磁器",139.6192162,35.62029178,TRUE
13112029600,13112,"296","とどろきはらいせき","等々力原遺跡","世田谷区 等々力一丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][中世][近世]","集落","[縄文時代]住居 土坑 [弥生時代]住居","石器 縄文土器 石器 弥生土器 陶磁器 銭貨",139.6479353,35.60406427,TRUE
13112029700,13112,"297","とどろきねいせき","等々力根遺跡","世田谷区 等々力一丁目","[旧石器時代][縄文時代（早期〜後期）][古墳時代][中世][近世]","集落","","縄文土器 石器 土製品 陶磁器 銭貨 鉄製品 土錘 砥石 瓦 土師質土器 硯 礫 埴輪 須恵器 金属製品 ガラス製品",139.6479182,35.60188694,TRUE
13112032600,13112,"326","まるやまひがしいせき","丸山東遺跡","世田谷区 深沢五丁目","[縄文時代][中世][近世]","包蔵地","","",139.6481265,35.61929394,TRUE
13113006600,13113,"66","しぶやじょう","渋谷城","渋谷区 渋谷三丁目","[中世]","城館","[中世]空堀　土塁","",139.7065244,35.65755713,TRUE
13113009600,13113,"96","はちやまちょう・さるがくちょう17ばんいせき","鉢山町・猿楽町17番遺跡","渋谷区 鉢山町　 猿楽町","[旧石器時代][縄文時代][弥生時代][中世][近世]","集落","[旧石器時代]土坑　[縄文時代]住居　土坑　[弥生時代]環濠　住居　土坑　[中世]溝　[近世]掘立柱建物　溝","掻器　剥片　縄文土器　打斧　石鏃　削器　弥生土器　陶磁器",139.6984231,35.65017962,TRUE
13114004400,13114,"44","かたやまいせき","片山遺跡","中野区 松が丘二丁目","[縄文時代（早期・後期）][弥生時代][中世][近世]","集落","[弥生時代][古墳時代]竪穴住居跡　土坑　溝状遺構","縄文土器　打製石斧　磨製石斧　礫器　石鏃　砥石　弥生土器",139.6697081,35.72252846,TRUE
13114009600,13114,"96","なかのちょうじゃやしき","中野長者屋敷","中野区 本町二丁目","[中世]","城館","","",139.6817144,35.69361796,TRUE
13114009900,13114,"99","まつがおかいせき","松が丘遺跡","中野区 松が丘一丁目","[縄文時代（早期〜後期）][中世][近世]","集落跡","[縄文時代]住居?　土坑　[近世]土坑　溝","縄文土器　打斧　石鏃　石槍　礫器　石皿　磨石　敲石　削器　土錘　土製円板　弥生土器　土師器　管状土錘　陶磁器　砥石　土製品　くし　煙管　銭貨",139.673313,35.72110693,TRUE
13115004700,13115,"47","やくらだいみなみいせき","矢倉台南遺跡","杉並区 成田西四丁目　 荻窪一丁目","[縄文時代（草創期〜後期）][弥生時代][古墳時代][中世]","集落","[古墳時代]住居　[縄文時代]住居跡　[中世]溝状遺構","縄文土器　打斧　石鏃　石匙　石皿　弥生土器　土錘　土師器　有舌尖頭器　翡翠製石製品　須恵器　陶器　礫石器",139.626538,35.69360999,TRUE
13115006300,13115,"63","むこうやまいせき","向山遺跡","杉並区 堀ノ内二丁目","[縄文時代（中期）][平安時代][中世][近世]","集落跡","[古墳時代]住居　[平安時代]住居　[近世]竪穴状遺構　柱穴列　溝状遺構","縄文土器　土師器　須恵器　支脚　紡錘車　陶器　カワラケ　板碑　陶磁器　抜型　人形　泥面子　土笛　ままごと道具",139.6521597,35.68565187,TRUE
13115007200,13115,"72","ほんじんやまいせき","本陣山遺跡","杉並区 堀ノ内二丁目　和田二丁目","[縄文時代（早期〜中期）][弥生時代（後期）][古墳時代][中世][近世]","集落","[縄文時代]炉穴　集石　土坑　ピット　[弥生時代]住居跡　[中世][近世]掘立柱建物","（旧石器）敲石　剥片類　（縄文）土器　土製円板　（弥生）土器　ガラス小玉　（古墳時代以降）土師器　砥石　鉄環　カワラケ　陶磁器　鉄器など",139.653824,35.685158,TRUE
13115007600,13115,"76","むかいのはらいせき","向ノ原遺跡","杉並区 久我山二丁目","[旧石器時代][縄文時代（早期〜中期）][中世][近世][近代]","集落","[旧石器時代]ユニット　礫群　[縄文時代]集石　炉穴　土坑","ナイフ形石器　尖頭器　角錐状石器　台形様石器　掻器　彫器　縄文土器　打斧　磨斧　局部磨斧　礫器　石槍　石鏃　掻器　彫器　石錘　石皿　磨石　スタンプ形石器　石核",139.6043231,35.68376139,TRUE
13115007800,13115,"78","なかふくろ（やまなか）いせき","中袋（山中）遺跡","杉並区 高井戸西一丁目","[縄文時代（中期〜晩期）][古墳時代][中世]","集落","[縄文時代]住居跡　土坑　[古墳時代]住居跡　[中世]地下式土坑","縄文土器　石斧　石鏃　石製品　土製品　土師器",139.6136958,35.68203241,TRUE
13115008300,13115,"83","じゃばみいせき","蛇場美遺跡","杉並区 下高戸三丁目","[旧石器時代][縄文時代（草創期〜後期）][中世][近世]","包蔵地","[縄文時代]炉穴　[中世][近世]溝状遺構","ナイフ形石器　角錐状石器　台形様石器　縄文土器　打斧　礫器　石槍　石鏃　掻器　削器　楔形石器　磨石　スタンプ形石器　抉入磨石　敲石　石盤　陶磁器　カワラケ",139.6348998,35.67259893,TRUE
13115011000,13115,"110","たかいどひがしいせき","高井戸東遺跡","杉並区 高井戸西二丁目　 高井戸東三丁目","[旧石器時代][縄文時代（草創期〜後期）][古墳時代][中世][近世]","集落","[旧石器時代]ブロック　[縄文時代]陥し穴　[古墳時代]住居　[中世]地下式坑　段切り状遺構　土坑　ピット　溝状遺構","ナイフ形石器　台形石器　スクレイパー　局部磨製石斧　敲石　石棒　剥片　縄文土器　弥生土器　土師器　須恵器　陶器　瓦質土器　瓦",139.6161334,35.68459797,TRUE
13115012400,13115,"124","まつのききたいせき","松ノ木北遺跡","杉並区 松ノ木一丁目","[縄文時代（中期）][古墳時代][中世]","集落跡","[古墳時代]住居跡[中世]地下式土坑","[縄文時代]縄文土器　打斧[古墳時代]土師器",139.6430156,35.68886443,TRUE
13115012500,13115,"125","おおみやちゅうがっこういせき","大宮中学校遺跡","杉並区 堀ノ内一丁目","[中世]","地下式横穴","[弥生時代]住居　[中世]地下式土坑","弥生土器　土師器　石臼",139.6480457,35.68683582,TRUE
13115017400,13115,"174","ほんむらはらいせき","本村原遺跡","杉並区 和田一丁目","[縄文時代（早期〜前期・後期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地","[縄文時代]ユニット　集石　土坑","縄文土器　打斧　石鏃　磨石　弥生土器　土師器　須恵器　円筒埴輪　陶磁器",139.6624767,35.69272395,TRUE
13115017600,13115,"176","かまくらばしうえいせき","鎌倉橋上遺跡","杉並区 浜田山一丁目　 浜田山二丁目","[旧石器時代][縄文時代（早期〜後期）]　[弥生時代（後期）][古墳時代][中世][近世]","集落","[旧石器時代]礫群　ブロック　[縄文時代]住居　土坑　[弥生時代]住居　環濠","細石器　細石刃　ナイフ形石器　角錐状石器　スクレイパー　石刃　石核　細石核　縄文土器　尖頭器　打製石斧　石匙　磨石　土偶　弥生土器　石器　ミニチュア土器　被熱粘土塊　陶磁器　銭貨　鉄鏃　土師器",139.6274325,35.67714111,TRUE
13115018000,13115,"180","たかちほだいがくおおみやいせき","高千穂大学大宮遺跡","杉並区 大宮二丁目","[旧石器時代][縄文時代（早期・中期）][古墳時代][中世]","集落・古墳","[旧石器時代]礫群　ブロック　[縄文時代]陥し坑　土坑　[古墳時代]円墳（周溝）　住居　[中世]溝状遺構　溝　土坑","剥片　縄文土器　土師器　埴輪　鉄製品　陶磁器",139.6376941,35.68312,TRUE
13115018500,13115,"185","ねがわらいせきびーちてん","根河原遺跡B地点","杉並区 和泉四丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代][中世][近世]","包蔵地","[縄文時代]礫集中部","縄文土器　弥生土器　土師器　石器　陶器　土製品　ガラス製品",139.6492415,35.67842914,TRUE
13116000100,13116,"1","ひかわじんじゃうらかいづか","氷川神社裏貝塚","豊島区 池袋本町二丁目　 池袋本町三丁目","[縄文時代（前期～晩期）][弥生時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文]貝塚、包含層、土坑　[中～近世]溝状遺構　[近世]土坑　生垣　溝　道　掘立柱建物　作物貯蔵孔　動物埋葬墓　畝状遺構","縄文土器　石斧　石鏃　玉類　土偶　弥生土器　土師器　須恵器　陶磁器　土器　土製品　石製品　金属製品　渡来銭　硝子製品　動物遺体",139.7105424,35.74290873,TRUE
13116000200,13116,"2","いけぶくろひがしかいづか","池袋東貝塚","豊島区 池袋本町三丁目　 池袋本町四丁目","[縄文時代（前期）][古墳時代][奈良時代][平安時代][中世]","包蔵地・貝塚","竪穴住居址　ピット　溝状遺構　畠畝　礎石　道","縄文土器　弥生土器　石斧　石皿　凹石　敲石　土師器　須恵器　陶磁器　瓦　金属製品",139.7141473,35.74416267,TRUE
13116000500,13116,"5","そめいいせき","染井遺跡","豊島区 巣鴨一丁目　 巣鴨二丁目　 巣鴨三丁目　 巣鴨四丁目　 巣鴨五丁目　 駒込一丁目　 駒込二丁目　 駒込三丁目　 駒込四丁目　 駒込五丁目　 駒込六丁目　 駒込七丁目","[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地・集落・貝塚・屋敷（大名屋敷）・その他（町屋）","[縄]住居　陥し穴　[弥生時代]方形周溝墓　[中世]道路　[近世]掘立柱建物　方形竪穴　土坑　地下室　門　井戸　畝　溝　柵列　地鎮址　ピット　畝状遺構","縄文土器　石器　弥生土器　土師器　須恵器　陶磁器　舶載磁器　土製品　石製品　硝子製品　金属製品",139.7413728,35.73716819,TRUE
13116001000,13116,"10","ながさきいっちょうめしゅうへんいせき","長崎一丁目周辺遺跡","豊島区 長崎一丁目　 西池袋四丁目","[中世][近世]","包蔵地","富士塚留石　大型溝　溝状遺構　長方形土坑　硬化面　円形土坑　畝跡　ゴミ穴　井戸　畝　植栽痕　礎石建物群","縄文土器　土師器　須恵器　板碑　近・現代陶磁器　富士講石碑群　縄文土器　金属製品　瓦　ガラス　金属器　銭貨　木製品",139.6951273,35.72769262,TRUE
13116001200,13116,"12","ぞうしがやいせき","雑司が谷遺跡","豊島区 雑司が谷二丁目　 雑司が谷三丁目","[縄文時代（早期）][平安時代][中世][近世]","包蔵地・その他（町屋）","[近世]掘立柱建物　方形竪穴　地下室　門　植栽痕　ゴミ穴　井戸　溝　柵列　ピット　胞衣埋納遺構　甕埋設遺構　石積　溝状遺構　礎石建物　土坑","題目板碑　縄文土器　土師器　板碑　陶磁器　土器　舶載磁器　土製品　石製品　金属製品　銭貨　瓦　石製品　硝子製品　金属製品　動物遺体",139.714113,35.72075244,TRUE
13117000100,13117,"1","うきまいせき","浮間遺跡","北区 浮間四丁目","[弥生時代][平安時代][中世]","包蔵地","[中世]溝","弥生土器　土師器　須恵器　陶磁器",139.6972722,35.78768443,TRUE
13117000400,13117,"4","ふくろていちいせき","袋低地遺跡","北区 赤羽北一丁目　赤羽北二丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文時代]集石群　自然流路　貝塚　[古墳時代][奈良時代][平安時代]土坑　溝址　井戸址　[中世][近世]土坑　溝址　井戸址","縄文土器　石錘　土錘　漆塗土器　朱漆木製耳栓　牙製装飾品　石棒　石器　弥生土器　土師器　須恵器　陶磁器類　独木舟　漆器　飾り弓　銭貨",139.7092754,35.78541401,TRUE
13117000500,13117,"5","あかばねだいいせき","赤羽台遺跡","北区 赤羽台四丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]石器ブロック　[縄文時代]住居址　集石　炉穴　土坑　[弥生時代]環濠　方形周溝墓　土坑　住居址　[古墳時代]住居址　溝状遺構　[奈良時代][平安時代]住居址　掘立柱建物址　特殊遺構　[平安時代]住居　[中世]土坑　地下式土坑溝　[中世][近世]地下式壙　溝址　[近世]地下室　溝　[近代]近衛工兵隊関連施設","旧石器　石器　縄文土器　石斧　礫器　有舌尖頭器　石鏃　敲石　弥生土器　ガラス玉　土師器　須恵器　鉄器　蔵骨器　板碑　陶磁器類",139.712228,35.7839379,TRUE
13117001500,13117,"15","いねつけじょうあと","稲付城跡","北区 赤羽西一丁目","[古墳時代][奈良時代][中世]","集落・城館","[中世]空堀　[古墳時代][奈良時代]住居址　[中世]竪穴状遺構　溝","土師器　須恵器　陶器",139.7193629,35.77558484,TRUE
13117002300,13117,"23","","北区No.23遺跡","北区 王子本町三丁目","[中世]","古銭出土地","","銭貨12,672枚（永楽通宝・宣徳通宝・朝鮮通宝・大平通宝・洪式通宝他）",139.7268255,35.75233628,TRUE
13117002700,13117,"27","にしがはらいせきぐん","西ヶ原遺跡群","北区 西ヶ原一丁目　 西ヶ原二丁目　 西ヶ原三丁目　 上中里一丁目　 王子一丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・その他の墓・城館","[縄文時代]住居址　土坑　ピット群　土壙墓　墓壙　貝塚　[弥生時代]住居址　土坑　溝址　方形周溝墓　環濠　[弥生時代][古墳時代]方形周溝墓　[古墳時代]住居址　土坑　溝址　古墳　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　土坑　溝　正倉大溝　溝址　[中世][近世]溝址　土坑　[近世]建物　ピット土坑　地下式土坑　井戸　溝　区画溝　道路　土壙墓群　柵列　集石　特殊埋葬遺構","掻器　彫器　縄文土器　打斧　磨斧　石鏃　抉入石器　石器　ヤス状鹿角製品　耳飾　土板　埋葬人骨　動物遺存体　石皿　磨石　凹石　敲石　石核　大珠　骨角器　弥生土器　石皿　磨石　敲石　滑石製玉　土師器　須恵器　支脚　砥石　紡錘車　土錘　羽口　土玉　鉄製品　陶磁器類　土製品　鉄製品　銭貨　鳥獣魚骨　貝　剥片石器",139.7428408,35.74611874,TRUE
13117003000,13117,"30","なかざといせき","中里遺跡","北区 上中里二丁目　東田端一丁目　東田端二丁目","[縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文時代]集石　貝塚　木枠付土坑　杭列　炉址　木道　焚き火跡　波食台　[奈良時代][平安時代][中世]掘立柱建物　土坑　道路状遺構　杭列　[近世]旧河道","縄文土器　石斧　石皿　石棒　独木舟　石器　貝製品　耳栓　弥生土器　土師器　須恵器　埴輪　瓦　陶磁器　煙管　木簡　木製品　銭貨",139.7547197,35.74386169,TRUE
13117003100,13117,"31","たばたちょういせき","田端町遺跡","北区 中里一丁目　 中里二丁目　 中里三丁目　 田端三丁目　 田端四丁目","[弥生時代][古墳時代][奈良時代][平安時代][中世]","集落","[弥生時代]住居　[古墳時代]土坑　溝　土師器焼成遺構　[奈良時代]井戸","弥生土器　土師器　須恵器　陶器　板碑",139.7523851,35.73773108,TRUE
13117003200,13117,"32","たばたふどうさかいせき","田端不動坂遺跡","北区 田端一丁目","[縄文時代（前期）][弥生時代（中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世][近代]","集落","[縄文時代]住居址　[弥生時代][古墳時代]住居址　方形周溝墓　掘立柱建物址　土坑　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　道路状遺構　溝址　[平安時代]住居址　柵列　[中世][近世]道路址　溝址　[近代]胞衣埋納遺構　[時代不明]住居　土坑　溝","縄文土器　弥生土器　土師器　須恵器　陶器（灰釉）　支脚　石皿　鉄器　帯金具　青銅鏡　銅鏃　玉類",139.7624359,35.73559222,TRUE
13117003700,13117,"37","としまきよみつやかたあと","豊島清光館跡","北区 豊島七丁目","[中世]","城館","","",139.74256,35.76658299,TRUE
13117003800,13117,"38","たきのがわじょうあと","滝野川城跡","北区 滝野川三丁目","[中世]","城館","","",139.7305841,35.75213726,TRUE
13117003900,13117,"39","しもじゅうじょういせき","下十条遺跡","北区 十条台一丁目　 十条台二丁目　 滝野川四丁目","[縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]陥穴　[奈良時代][平安時代]住居址　柵列　[近世]溝　柵列","縄文土器　土師器　須恵器　石製品　鉄製品",139.7227056,35.75462096,TRUE
13117004100,13117,"41","たばたにしだいどおりいせき","田端西台通遺跡","北区 田端二丁目　 田端三丁目　 田端四丁目　 田端五丁目　 田端六丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・古墳","[縄文時代]堅穴建物址　土坑　[弥生時代]堅穴建物址　方形周溝墓　[古墳時代]堅穴建物址　円墳　住居址　[奈良時代][平安時代]堅穴建物址　掘立柱建物址　住居址　[平安時代]土坑　溝　畝[中世]溝址","縄文土器　弥生土器　土師器　須恵器　灰釉陶器　金属製品　石製品　土製器　銭貨　陶磁器　ガラス製品　石器　鉄製品　帯金具　ガラス小玉　鉄釧",139.7576637,35.73804458,TRUE
13117004200,13117,"42","としまばんばいせき","豊島馬場遺跡","北区 豊島八丁目　 王子五丁目","[弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[弥生時代][古墳時代]住居　掘立柱建物　土坑　溝　方形周溝墓　ピット　[古墳時代]井戸","弥生土器　土師器　須恵器　土製品　管玉　勾玉　ガラス小玉鋳型　陶磁器　木製品　石臼",139.7394357,35.76833798,TRUE
13117004700,13117,"47","じゅうじょうくぼいせき","十条久保遺跡","北区 十条台一丁目","[縄文時代（後期）][弥生時代（後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]土坑　[弥生時代]井戸址　土坑　[奈良時代]住居址　[奈良時代][平安時代]住居址　掘立柱建物址　井戸址　土坑　[弥生時代]〜[近世]ピット群　土坑　[奈良時代]〜[近世]溝址　[平安時代]〜[近世]道路址　[中世]井戸址　[近世]畝","縄文土器　弥生土器　木製品　土師器　須恵器　陶磁器　銭貨　中世陶器　近世陶磁器　石器",139.7275011,35.75690203,TRUE
13117004800,13117,"48","ふくろにしうらいせき","袋西浦遺跡","北区 赤羽北二丁目","[縄文時代（中期）][古墳時代][中世][近世]","包蔵地","[古墳時代][中世]ピット　溝　[中世]井戸　土坑　[近世]土坑","縄文土器　打斧　土師器　須恵器　陶器　石製品　板碑　木製品　金属製品　ガラス製品　玩具　人形　銭貨",139.7047223,35.78487154,TRUE
13118000400,13118,"4","どうかんやまいせき","道灌山遺跡","荒川区 西日暮里四丁目　 西日暮里五丁目","[旧石器時代][縄文時代（前期〜後期）][弥生時代][奈良時代][平安時代][中世][近世]","集落","[弥生時代]環濠　住居　[平安時代]住居　掘立柱建物　土坑　柵状遺構　[平安時代〜近世]溝状遺構","ナイフ形石器　縄文土器　石鏃　敲石　石器　弥生土器　土師器　須恵器　鞴　紡錘車　人形　銭貨　陶磁器片",139.7651699,35.73318334,TRUE
13118000600,13118,"6","いしはまじょう","石浜城","荒川区 南千住三丁目","[中世]","城館","","",139.8075732,35.73077263,TRUE
13118001100,13118,"11","まちやよんちょうめみあがりいせき","町屋四丁目実揚遺跡","荒川区 町屋四丁目","[縄文時代][弥生時代][奈良時代][平安時代][中世][近世]","包蔵地","[古墳時代]周溝　井戸址　溝址　土杭　ピット","縄文土器　弥生土器　土師器　須恵器　陶磁器　瓦　板碑　木製品",139.7781131,35.74651757,TRUE
13119002300,13119,"23","はくさんじんじゃかいづか","白山神社貝塚","板橋区 赤塚四丁目","[縄文時代（中期〜後期）][中世]","包蔵地・貝塚","","縄文土器",139.641115,35.78638237,TRUE
13119002800,13119,"28","あかつかじょうし","赤塚城址","板橋区 赤塚四丁目　 赤塚五丁目","[縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][中世]","包蔵地・城館","[古墳時代]木道　[中世]堀　曲輪","縄文土器　石器　加工木材土師器",139.6433122,35.78259462,TRUE
13119003300,13119,"33","しょうげついんけいだい・だいもん・あかつかしもじけばんじょうめんいせき","松月院境内・大門・赤塚下寺家番匠免遺跡","板橋区 赤塚五丁目　 赤塚六丁目　 赤塚七丁目　 赤塚八丁目　 大門","[旧石器時代][縄文時代（早期〜晩期）][弥生時代（中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[旧石器時代]ブロック　礫群　[縄文時代]住居　炉穴　[弥生時代]住居　方形周溝墓　[古墳時代]住居　方形周溝墓　[奈良時代][平安時代]住居　[中世]土坑　地下式土壙　ピット　[近世]土坑","ナイフ形石器　石刃　角錐状石器　掻器　縄文土器　石器　弥生土器　土師器　須恵器　紡錘車　青銅環　陶磁器　カワラケ　板碑　五輪塔",139.6476467,35.78156758,TRUE
13119003400,13119,"34","","板橋区No.34遺跡","板橋区 赤塚八丁目","[縄文時代][弥生時代][古墳時代][中世]","包蔵地","","縄文土器　石器　弥生土器　土師器　須恵器",139.6455524,35.78424134,TRUE
13119003900,13119,"39","よつばちくいせき","四葉地区遺跡","板橋区 四葉二丁目","[縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]住居　[弥生時代][古墳時代]住居　焼土　[奈良時代][平安時代]住居　竪穴状遺構　[中世][近世]地下式土坑　溝　道路","縄文土器　有舌尖頭器　弥生土器　土師器　須恵器　土玉　臼玉",139.6513027,35.78112479,TRUE
13119004000,13119,"40","よつばちくいせき","四葉地区遺跡","板橋区 四葉二丁目","[旧石器時代][縄文時代（早期〜中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[弥生時代]環濠　住居　[平安時代]住居　土坑　溝　井戸　[近世]土壙墓　[時代不明]ピット","弥生土器　土師器　須恵器　釘　金銅製観音立像　銭貨",139.653294,35.78173754,TRUE
13119004100,13119,"41","おきやま・よつばちくいせき","沖山・四葉地区遺跡","板橋区 四葉二丁目","[縄文時代][弥生時代（中期〜後期）][古墳時代][平安時代][中世][近世]","包蔵地・集落","[弥生時代]環濠　住居　ピット　土坑　[古墳時代]住居　[奈良時代][平安時代]住居　[中世]段切り　溝状遺構　[近世]畝　土壙墓","縄文土器　打斧　弥生土器　土師器　須恵器　銅製?帯　板碑　陶磁器　くし　簪　人形　銭貨　胞衣壺",139.6520237,35.78315798,TRUE
13119004200,13119,"42","よつばちくいせき","四葉地区遺跡","板橋区 四葉二丁目　 徳丸八丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[旧石器時代]ブロック　炭化物集中　[縄文時代]住居　陥し穴　[弥生時代][古墳時代]環濠　住居　方形周溝墓　円形周溝墓　[古墳時代]土坑　[奈良時代][平安時代]住居　土坑　地下式土坑　[中世][近世]段切り　溝　[近世]地下室　ゴミ穴　溝　[時代不明]井戸　火葬墓","ナイフ形石器　細石刃　掻器　抉入石器　敲石　石核　縄文土器　打斧　磨斧　局部磨斧　有舌尖頭器　石鏃　楔形石器　石皿　磨石　スタンプ形石器　敲石　土製品　弥生土器　磨斧　石包丁　石皿　台石　土師器　須恵器　鉄鏃　陶磁器　銭貨　獣骨",139.6548046,35.7812362,TRUE
13119005200,13119,"52","とくまるいしかわ／とくまるみつわいせき","徳丸石川／徳丸三ツ和遺跡","板橋区 徳丸五丁目","[縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地・集落・城館","[縄文時代]土坑　[弥生時代]住居　円形周溝墓　特殊遺構　[古墳時代]住居　[中世]堀","角錐状石器　縄文土器　石器　耳飾　弥生土器　土師器　陶磁器",139.6565108,35.77864163,TRUE
13119005700,13119,"57","","板橋区No.57遺跡","板橋区 徳丸七丁目　 徳丸八丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","","縄文土器　弥生土器　土師器",139.6586051,35.78073058,TRUE
