"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","P","J","Y","K","N","H","M","E","U","色"
13116000200,13116,"2","いけぶくろひがしかいづか","池袋東貝塚","豊島区 池袋本町三丁目　 池袋本町四丁目","[縄文時代（前期）][古墳時代][奈良時代][平安時代][中世]","包蔵地・貝塚","竪穴住居址　ピット　溝状遺構　畠畝　礎石　道","縄文土器　弥生土器　石斧　石皿　凹石　敲石　土師器　須恵器　陶磁器　瓦　金属製品",139.7141473,35.74416267,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"blue"
13116000500,13116,"5","そめいいせき","染井遺跡","豊島区 巣鴨一丁目　 巣鴨二丁目　 巣鴨三丁目　 巣鴨四丁目　 巣鴨五丁目　 駒込一丁目　 駒込二丁目　 駒込三丁目　 駒込四丁目　 駒込五丁目　 駒込六丁目　 駒込七丁目","[縄文時代（早期～後期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地・集落・貝塚・屋敷（大名屋敷）・その他（町屋）","[縄]住居　陥し穴　[弥生時代]方形周溝墓　[中世]道路　[近世]掘立柱建物　方形竪穴　土坑　地下室　門　井戸　畝　溝　柵列　地鎮址　ピット　畝状遺構","縄文土器　石器　弥生土器　土師器　須恵器　陶磁器　舶載磁器　土製品　石製品　硝子製品　金属製品",139.7413728,35.73716819,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"blue"
13117000400,13117,"4","ふくろていちいせき","袋低地遺跡","北区 赤羽北一丁目　赤羽北二丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文時代]集石群　自然流路　貝塚　[古墳時代][奈良時代][平安時代]土坑　溝址　井戸址　[中世][近世]土坑　溝址　井戸址","縄文土器　石錘　土錘　漆塗土器　朱漆木製耳栓　牙製装飾品　石棒　石器　弥生土器　土師器　須恵器　陶磁器類　独木舟　漆器　飾り弓　銭貨",139.7092754,35.78541401,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"blue"
13117001800,13117,"18","しみずざかいせき","清水坂遺跡","北区 中十条四丁目　十条仲原四丁目","[縄文時代（早期～前期）][弥生時代]","集落・貝塚","[弥生時代][古墳時代]堅穴建物址","弥生土器　土師器",139.7220455,35.76866549,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13117002500,13117,"25","たきのがわはちまんしゃうらかいづか","滝野川八幡社裏貝塚","北区 滝野川五丁目","[縄文時代（後期～晩期）][古墳時代]","貝塚・集落","[縄文時代]住居　[古墳時代]住居","縄文土器　磨斧　剥片　土師器",139.7262419,35.74818774,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13117002700,13117,"27","にしがはらいせきぐん","西ヶ原遺跡群","北区 西ヶ原一丁目　 西ヶ原二丁目　 西ヶ原三丁目　 上中里一丁目　 王子一丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・その他の墓・城館","[縄文時代]住居址　土坑　ピット群　土壙墓　墓壙　貝塚　[弥生時代]住居址　土坑　溝址　方形周溝墓　環濠　[弥生時代][古墳時代]方形周溝墓　[古墳時代]住居址　土坑　溝址　古墳　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　土坑　溝　正倉大溝　溝址　[中世][近世]溝址　土坑　[近世]建物　ピット土坑　地下式土坑　井戸　溝　区画溝　道路　土壙墓群　柵列　集石　特殊埋葬遺構","掻器　彫器　縄文土器　打斧　磨斧　石鏃　抉入石器　石器　ヤス状鹿角製品　耳飾　土板　埋葬人骨　動物遺存体　石皿　磨石　凹石　敲石　石核　大珠　骨角器　弥生土器　石皿　磨石　敲石　滑石製玉　土師器　須恵器　支脚　砥石　紡錘車　土錘　羽口　土玉　鉄製品　陶磁器類　土製品　鉄製品　銭貨　鳥獣魚骨　貝　剥片石器",139.7428408,35.74611874,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"blue"
13117003000,13117,"30","なかざといせき","中里遺跡","北区 上中里二丁目　東田端一丁目　東田端二丁目","[縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文時代]集石　貝塚　木枠付土坑　杭列　炉址　木道　焚き火跡　波食台　[奈良時代][平安時代][中世]掘立柱建物　土坑　道路状遺構　杭列　[近世]旧河道","縄文土器　石斧　石皿　石棒　独木舟　石器　貝製品　耳栓　弥生土器　土師器　須恵器　埴輪　瓦　陶磁器　煙管　木簡　木製品　銭貨",139.7547197,35.74386169,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"blue"
13117004000,13117,"40","なかざとはけうえ","中里峽上遺跡","北区 中里三丁目　 田端六丁目　 上中里一丁目　 西ケ原一丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落・貝塚","[弥生時代]住居址　[古墳時代][奈良時代]住居址　掘立柱建物　溝址　特殊遺構　[平安時代]掘立柱建物　住居址　土坑","弥生土器　土師器　須恵器　砥石　鉄製品　瓦　鉄滓",139.7518616,35.74189019,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"blue"
13117004100,13117,"41","たばたにしだいどおりいせき","田端西台通遺跡","北区 田端二丁目　 田端三丁目　 田端四丁目　 田端五丁目　 田端六丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・古墳","[縄文時代]堅穴建物址　土坑　[弥生時代]堅穴建物址　方形周溝墓　[古墳時代]堅穴建物址　円墳　住居址　[奈良時代][平安時代]堅穴建物址　掘立柱建物址　住居址　[平安時代]土坑　溝　畝[中世]溝址","縄文土器　弥生土器　土師器　須恵器　灰釉陶器　金属製品　石製品　土製器　銭貨　陶磁器　ガラス製品　石器　鉄製品　帯金具　ガラス小玉　鉄釧",139.7576637,35.73804458,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"blue"
13117005100,13117,"51","さかえちょうかいづか","栄町貝塚","北区 栄町","[縄文時代]","貝塚","[縄文時代]貝層","",139.7450277,35.74845423,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13118000100,13118,"1","すわだい・にっぽりえんめいいんかいづかいせきぐん","諏訪台・日暮里延命院貝塚遺跡群","荒川区 西日暮里三丁目","[縄文時代（後期～晩期）]","包蔵地・貝塚","","縄文土器　石器　骨角器　耳飾　貝製品",139.7673328,35.72995046,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13119002000,13119,"20","かいとかいづか","海戸貝塚","板橋区 赤塚四丁目","[縄文時代（中期～後期）]","包蔵地・貝塚","","縄文土器",139.6407373,35.78510124,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13119002300,13119,"23","はくさんじんじゃかいづか","白山神社貝塚","板橋区 赤塚四丁目","[縄文時代（中期～後期）][中世]","包蔵地・貝塚","","縄文土器",139.641115,35.78638237,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"blue"
13119002600,13119,"26","（抹消）","赤塚城址貝塚","板橋区 赤塚五丁目","[縄文時代（前期・後期～晩期）][弥生時代（後期）][古墳時代]","包蔵地・貝塚","[古墳時代？]木道","縄文土器　石器　石棒　土偶　牙玉　貝輪　弥生土器　土師器　加工木材",139.6433122,35.78432141,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13119005600,13119,"56","つじやまかいづか","辻山貝塚","板橋区 徳丸七丁目","[縄文時代（後期）][弥生時代][古墳時代][平安時代]","包蔵地・集落・貝塚","[時代不明]住居","縄文土器　弥生土器　土師器",139.6626906,35.78098126,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"blue"
13119005800,13119,"58","にしだいごとうだいせき","西台後藤田遺跡","板橋区 西台一丁目　 西台三丁目　 西台四丁目　 若木二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・貝塚","","縄文土器",139.670392,35.77291791,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"blue"
13119007100,13119,"71","なかだいばばさきかいづか","中台馬場崎貝塚","板橋区 若木三丁目","[縄文時代（早期～晩期）][弥生時代（後期）][奈良時代]","包蔵地・集落・貝塚","[縄文時代]住居　炉穴　[弥生時代]住居","縄文土器　石器　弥生土器",139.6767434,35.77419924,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"blue"
13119009900,13119,"99","しまいはた／しむら／しむらさかうえいせき","四枚畑／志村／志村坂上遺跡","板橋区 前野町三丁目　 前野町四丁目　 志村一丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・貝塚","[旧石器時代]ブロック　礫群　[縄文時代]住居　土坑　ピット　[弥生時代]住居　[古墳時代]住居　[奈良時代][平安時代]溝　[近世]溝　道路","ナイフ形石器　掻器　縄文土器　石器　けつ状耳飾　土偶　骨角器　弥生土器　土師器　須恵器",139.6953217,35.7739031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"blue"
13119010300,13119,"103","あずさわやまのうえいせき","小豆沢山ノ上遺跡","板橋区 小豆沢二丁目　 小豆沢三丁目","[縄文時代（後期）]","貝塚","","縄文土器",139.6972443,35.77835975,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13119010400,13119,"104","あずさわかいづか／あずさわみやのまえみなみいせき","小豆沢貝塚／小豆沢宮ノ前南遺跡","板橋区 小豆沢二丁目　 小豆沢四丁目","[縄文時代（早・前・中・後・晩期）][弥生時代（中・後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・貝塚","[縄文]住居　土坑　埋甕　焼土範囲　貝層　[弥生時代]方形周溝墓　[奈良・平安]竪穴建物跡　掘立柱建物跡　ピット　[近世]溝　[時代不明]小穴　","縄文土器　石器　礫　石製品　土製品　貝製品　弥生土器　ガラス小玉　土師器　須恵器　灰釉陶器　鉄鏃　銅製巡方　石製丸鞆　陶磁器",139.7000938,35.77888896,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"blue"
