"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","P"
13115008100,13115,"81","どうのしたいせき","堂の下遺跡","杉並区 高井戸東一丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][近世]","包蔵地・集落","[旧石器時代]礫群　ブロック　[縄文時代]竪穴式遺構　炉穴　ピット　焼土跡　集石　集石土坑　陥し穴　土坑　[弥生時代]方形周溝墓　[近世]溝　炭焼窯　地下室","ナイフ型石器　角錐状石器　スクレイパー　彫器　楔形石器　石斧　敲石　石核　剥片　削石　縄文土器　石鏃　有舌尖頭器　打製石斧　磨製石斧　　礫斧　磨石　スタンプ型石器　石皿　弥生土器　陶磁器",139.6235149,35.67968988,TRUE
13115008300,13115,"83","じゃばみいせき","蛇場美遺跡","杉並区 下高戸三丁目","[旧石器時代][縄文時代（草創期～後期）][中世][近世]","包蔵地","[縄文時代]炉穴　[中世][近世]溝状遺構","ナイフ形石器　角錐状石器　台形様石器　縄文土器　打斧　礫器　石槍　石鏃　掻器　削器　楔形石器　磨石　スタンプ形石器　抉入磨石　敲石　石盤　陶磁器　カワラケ",139.6348998,35.67259893,TRUE
13115008500,13115,"85","しもたかいどつかやまいせき","下高井戸塚山遺跡","杉並区 下高井戸四丁目　下高井戸五丁目","[旧石器時代][縄文時代（早期～後期）]","集落","[縄文時代]住居　集石　炉　土坑　ピット群","ナイフ形石器　局部磨製石器　掻器　縄文土器　打斧　磨石　土錘",139.6248919,35.67479842,TRUE
13115008900,13115,"89","めいじだいがくいずみこうちいせき","明治大学和泉校地遺跡","杉並区 永福一丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]ブロック　礫群","ナイフ形石器　尖頭器　削器　敲石　石核　縄文土器",139.6477824,35.67085512,TRUE
13115009200,13115,"92","ねがわらいせき","根河原遺跡","杉並区 和泉三丁目","[旧石器時代][縄文時代（早期・後期）][古墳時代]","集落","[旧石器時代]ブロック　[古墳時代]住居　[縄文時代]土坑　炉跡","縄文土器　打斧　石棒　土師器　鋸歯　縁石器　尖頭状石器　剥片　石斧",139.647891,35.67707286,TRUE
13115009500,13115,"95","","杉並区No.95遺跡","杉並区 堀ノ内一丁目","[旧石器時代]","包蔵地","","剥片",139.6495906,35.68385205,TRUE
13115010100,13115,"101","ひがしはらいせき","東原遺跡","杉並区 久我山五丁目","[旧石器時代][縄文時代（草創期～後期）][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　炉穴　土坑","ナイフ形石器　尖頭器　掻器　彫器　石核　縄文土器　有舌尖頭器　石鏃",139.6058681,35.68638266,TRUE
13115011000,13115,"110","たかいどひがしいせき","高井戸東遺跡","杉並区 高井戸西二丁目　 高井戸東三丁目","[旧石器時代][縄文時代（草創期～後期）][古墳時代][中世][近世]","集落","[旧石器時代]ブロック　[縄文時代]陥し穴　[古墳時代]住居　[中世]地下式坑　段切り状遺構　土坑　ピット　溝状遺構","ナイフ形石器　台形石器　スクレイパー　局部磨製石斧　敲石　石棒　剥片　縄文土器　弥生土器　土師器　須恵器　陶器　瓦質土器　瓦",139.6161334,35.68459797,TRUE
13115011500,13115,"115","","杉並区No.115遺跡","杉並区 上井草三丁目","[旧石器時代][縄文時代（中期～後期）][古墳時代]","包蔵地","","ナイフ形石器　縄文土器　土師器",139.5996452,35.72072195,TRUE
13115011900,13115,"119","むかいのはらびーいせき","向ノ原B遺跡","杉並区 久我山二丁目","[旧石器時代][縄文時代（草創期～後期）][古墳時代]","集落","[旧石器時代]礫群　[縄文時代]住居　竪穴状遺構　炉穴　土坑　柱穴群","ナイフ形石器　切出形石器　角錐状石器　石核　縄文土器　打斧　礫器　石槍　有舌尖頭器　尖頭状石器　石鏃　掻器　削器　磨石　スタンプ形石器　抉入磨石　凹石　砥石　石盤　土製品",139.6006496,35.68621535,TRUE
13115012100,13115,"121","にしのはらいせき","西ノ原遺跡","杉並区 久我山四丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]礫群　[縄文時代]住居跡　土坑","打斧　礫群構成礫　敲石　磨石　石皿　縄文土器",139.5904033,35.69262014,TRUE
13115012300,13115,"123","おおがいといせき","大ヶ谷戸遺跡","杉並区 荻窪二丁目","[旧石器時代][縄文時代（早期・中期～後期）][近世]","包蔵地・集落","[旧石器時代]ブロック　[縄文時代]住居　集石　土坑　[近世]地下式坑　溝　土坑","細石刃　細石刃核削片　スクレイパー 石核　剥片　縄文土器　土器片鐘　抉状耳飾　石鏃　ノミ状石器　石斧　スタンプ形石器　石皿　敲石　陶磁器　砥石　加工円礫　銭貨",139.6191302,35.69854957,TRUE
13115012900,13115,"129","にっしょうじいせきびーちてん","日性寺遺跡B地点","杉並区 成田西二丁目","[旧石器時代][縄文時代（中期）][弥生時代][古墳時代][近世]","集落","[縄文時代]土坑　[古墳時代]住居　[不]ピット群","掻器　縄文土器　石皿　磨石　弥生土器　土師器　土玉　陶磁器",139.628926,35.68857844,TRUE
13115013300,13115,"133","じぞうざかいせき","地蔵坂遺跡","杉並区 善福寺一丁目","[旧石器時代][縄文時代（早期）]","集落","[旧石器時代]礫群　[縄文時代]住居　炉穴","ナイフ形石器　縄文土器",139.596212,35.70998996,TRUE
13115016000,13115,"160","あさがやほんむら","阿佐谷本村遺跡","杉並区 阿佐谷北一丁目","[旧石器時代][縄文時代（中期～後期）][古墳時代][近世]","包蔵地","[旧石器時代]石器集中部[縄文時代]土坑　ピット[近世]地下室　土坑　ピット","[旧石器時代]ナイフ形石器[縄文時代]縄文土器[古墳時代]土師器[近世]陶磁器　土器",139.6374104,35.70698175,TRUE
13115017600,13115,"176","かまくらばしうえいせき","鎌倉橋上遺跡","杉並区 浜田山一丁目　 浜田山二丁目","[旧石器時代][縄文時代（早期～後期）]　[弥生時代（後期）][古墳時代][中世][近世]","集落","[旧石器時代]礫群　ブロック　[縄文時代]住居　土坑　[弥生時代]住居　環濠","細石器　細石刃　ナイフ形石器　角錐状石器　スクレイパー　石刃　石核　細石核　縄文土器　尖頭器　打製石斧　石匙　磨石　土偶　弥生土器　石器　ミニチュア土器　被熱粘土塊　陶磁器　銭貨　鉄鏃　土師器",139.6274325,35.67714111,TRUE
13115018000,13115,"180","たかちほだいがくおおみやいせき","高千穂大学大宮遺跡","杉並区 大宮二丁目","[旧石器時代][縄文時代（早期・中期）][古墳時代][中世]","集落・古墳","[旧石器時代]礫群　ブロック　[縄文時代]陥し坑　土坑　[古墳時代]円墳（周溝）　住居　[中世]溝状遺構　溝　土坑","剥片　縄文土器　土師器　埴輪　鉄製品　陶磁器",139.6376941,35.68312,TRUE
13115018100,13115,"181","どうのうえいせき","堂の上遺跡","杉並区 浜田山二丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]ユニット　[縄文時代]住居跡","石核　ナイフ形石器　スクレイパー　台石　縄文土器",139.6254375,35.67740305,TRUE
13115018300,13115,"183","おそのいいせきびーちてん","遅ノ井遺跡B地点","杉並区 上井草二丁目","[旧石器時代]","包蔵地","[旧石器時代]ブロック","[旧]ナイフ形石器　錘状石器　斧状石器　敲石　石核　剥片",139.6094299,35.72437329,TRUE
13115018400,13115,"184","むこうやまだいしょうじざかいせき","向山大聖寺坂遺跡","杉並区 堀ノ内一丁目","[旧石器時代][縄文時代（草創期～早期）]","包蔵地","[旧石器時代]礫群　[縄文時代]石器集中部　礫集中部　炉穴　土坑　焼土集中部","縄文土器　石器",139.6487347,35.68465179,TRUE
13115018500,13115,"185","ねがわらいせきびーちてん","根河原遺跡B地点","杉並区 和泉四丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代][中世][近世]","包蔵地","[縄文時代]礫集中部","縄文土器　弥生土器　土師器　石器　陶器　土製品　ガラス製品",139.6492415,35.67842914,TRUE
13115018600,13115,"186","しらはたいせき","白幡遺跡","杉並区 成田東二丁目","[旧石器時代]","包蔵地","[旧石器時代]ブロック　礫群　炭化物集中部","[旧石器時代]ナイフ形石器　台形様石器　錐状石器　楔形石器　彫器　スクレイパー　剥片　石核　局部磨製石斧",139.6341235,35.69056537,TRUE
13116000300,13116,"3","がくしゅういんだいがくしゅうへんいせき","学習院大学周辺遺跡","豊島区 目白一丁目　 目白二丁目","[旧石器時代][縄文時代（後期）]","包蔵地","整地層　土坑　溝状遺構　石組遺構　畝状遺構","縄文土器　剥片　土師器　陶磁器　土器　土製品　石製品　瓦　硝子製品　金属製品",139.7094095,35.71868978,TRUE
13117000500,13117,"5","あかばねだいいせき","赤羽台遺跡","北区 赤羽台四丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]石器ブロック　[縄文時代]住居址　集石　炉穴　土坑　[弥生時代]環濠　方形周溝墓　土坑　住居址　[古墳時代]住居址　溝状遺構　[奈良時代][平安時代]住居址　掘立柱建物址　特殊遺構　[平安時代]住居　[中世]土坑　地下式土坑溝　[中世][近世]地下式壙　溝址　[近世]地下室　溝　[近代]近衛工兵隊関連施設","旧石器　石器　縄文土器　石斧　礫器　有舌尖頭器　石鏃　敲石　弥生土器　ガラス玉　土師器　須恵器　鉄器　蔵骨器　板碑　陶磁器類",139.712228,35.7839379,TRUE
13117000800,13117,"8","きりがおかいせき","桐ヶ丘遺跡","北区 赤羽北三丁目　桐ヶ丘一丁目　桐ヶ丘二丁目","[旧石器時代][縄文時代（早期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","[旧石器時代]礫群　[縄文時代][弥生時代][古墳時代][奈良時代][平安時代]住居","石器　縄文土器　弥生土器　土師器　須恵器　鎌　刀子　砥石　鉄滓",139.7056019,35.77984366,TRUE
13117001200,13117,"12","だいろくてんいせき","大六天遺跡","北区 赤羽台二丁目","[旧石器時代][縄文時代（前期）][平安時代][近世]","集落跡","[旧石器時代]遺物集中地点　[縄文時代]住居址　柱穴群　土坑　竪穴状遺構　ピット　[平安時代]住居址　[近世]溝址　地下式土坑　土坑","旧石器　縄文土器　石器　土師器　須恵器　陶磁器類　銭貨",139.7122218,35.77544557,TRUE
13117001900,13117,"19","じゅうじょうだいいせきぐん","十条台遺跡群","北区 中十条一丁目　 中十条二丁目　 中十条三丁目　 王子本町一丁目　 王子本町二丁目　 王子本町三丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落・その他の墓","[縄文時代]住居　[弥生時代][古墳時代]住居址　方形周溝墓　[弥生時代]環濠　方形周溝墓　[古墳時代]周溝　溝址　[奈良時代]住居址　[近世]溝","縄文土器　石斧　弥生土器　土師器　須恵器　人骨　鉄製品　土製品",139.7293239,35.7586086,TRUE
13117002700,13117,"27","にしがはらいせきぐん","西ヶ原遺跡群","北区 西ヶ原一丁目　 西ヶ原二丁目　 西ヶ原三丁目　 上中里一丁目　 王子一丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・その他の墓・城館","[縄文時代]住居址　土坑　ピット群　土壙墓　墓壙　貝塚　[弥生時代]住居址　土坑　溝址　方形周溝墓　環濠　[弥生時代][古墳時代]方形周溝墓　[古墳時代]住居址　土坑　溝址　古墳　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　土坑　溝　正倉大溝　溝址　[中世][近世]溝址　土坑　[近世]建物　ピット土坑　地下式土坑　井戸　溝　区画溝　道路　土壙墓群　柵列　集石　特殊埋葬遺構","掻器　彫器　縄文土器　打斧　磨斧　石鏃　抉入石器　石器　ヤス状鹿角製品　耳飾　土板　埋葬人骨　動物遺存体　石皿　磨石　凹石　敲石　石核　大珠　骨角器　弥生土器　石皿　磨石　敲石　滑石製玉　土師器　須恵器　支脚　砥石　紡錘車　土錘　羽口　土玉　鉄製品　陶磁器類　土製品　鉄製品　銭貨　鳥獣魚骨　貝　剥片石器",139.7428408,35.74611874,TRUE
13118000400,13118,"4","どうかんやまいせき","道灌山遺跡","荒川区 西日暮里四丁目　 西日暮里五丁目","[旧石器時代][縄文時代（前期～後期）][弥生時代][奈良時代][平安時代][中世][近世]","集落","[弥生時代]環濠　住居　[平安時代]住居　掘立柱建物　土坑　柵状遺構　[平安時代～近世]溝状遺構","ナイフ形石器　縄文土器　石鏃　敲石　石器　弥生土器　土師器　須恵器　鞴　紡錘車　人形　銭貨　陶磁器片",139.7651699,35.73318334,TRUE
13119000200,13119,"2","なりますずうこう／なりますしんでんばらいせき","成増百向／成増新田原遺跡","板橋区 成増二丁目　 成増三丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）]","包蔵地・集落","[縄文時代]住居　竪穴状遺構　集石　[弥生時代]住居","縄文土器　石器　弥生土器",139.6277597,35.78089564,TRUE
13119000300,13119,"3","なりますとのやまいせき","成増との山遺跡","板橋区 成増三丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（中期～後期）]","包蔵地・集落","[旧石器時代]ブロック　礫群　[縄文時代]土坑　[弥生時代]住居","ナイフ形石器　角錐状石器　台形様石器　楔形石器　掻器　彫器　敲石　石核　剥片　焼礫　縄文土器　石器　弥生土器",139.6312273,35.78042215,TRUE
13119000700,13119,"7","すがわらじんじゃだいちうえいせき","菅原神社台地上遺跡","板橋区 成増四丁目　 成増五丁目","[旧石器時代][縄文時代（前期）][弥生時代（後期）][古墳時代][平安時代][近世]","集落・古墳","[旧石器時代]ブロック　礫群　[縄文時代]住居　炉穴　焼土　土坑　墓壙　[弥生時代]住居　掘立柱建物　ピット　焼土　土坑　[古墳時代]円墳　方形周溝墓　[平安時代]住居　[近世]土坑　溝状遺構","ナイフ形石器　台形様石器　剥片　礫　縄文土器　磨斧　石鏃　石皿　台石　弥生土器　土師器　須恵器　土製玉類　ガラス小玉　けつ状耳飾　陶磁器　鉄製品　ガラス製品",139.6316049,35.78356942,TRUE
13119000800,13119,"8","なりますてんじんわきいせき","成増天神脇遺跡","板橋区 成増四丁目　 成増五丁目","[旧石器時代][縄文時代（早期・中期～後期）][弥生時代（後期）][古墳時代][奈良時代][近世]","包蔵地","","縄文土器　弥生土器",139.6324976,35.78490628,TRUE
13119000900,13119,"9","あかつかおおつかはらいせき","赤塚大塚原遺跡","板橋区 赤塚一丁目","[旧石器時代][縄文時代（後期）]","包蔵地・集落","[旧石器時代]ブロック　[縄文時代]陥し穴　土坑　ピット","ナイフ形石器　縄文土器　スタンプ形石器　弥生土器",139.6501444,35.77145313,TRUE
13119002200,13119,"22","あかつかひかわじんじゃほっぽういせき","赤塚氷川神社北方遺跡","板橋区 赤塚四丁目","[旧石器時代][縄文時代（晩期）][弥生時代（中期～後期）][古墳時代][奈良時代][近世]","包蔵地・集落","[弥生時代][古墳時代]住居","ナイフ形石器　縄文土器　石器　弥生土器　土師器　須恵器",139.6390894,35.78652162,TRUE
13119003300,13119,"33","しょうげついんけいだい・だいもん・あかつかしもじけばんじょうめんいせき","松月院境内・大門・赤塚下寺家番匠免遺跡","板橋区 赤塚五丁目　 赤塚六丁目　 赤塚七丁目　 赤塚八丁目　 大門","[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[旧石器時代]ブロック　礫群　[縄文時代]住居　炉穴　[弥生時代]住居　方形周溝墓　[古墳時代]住居　方形周溝墓　[奈良時代][平安時代]住居　[中世]土坑　地下式土壙　ピット　[近世]土坑","ナイフ形石器　石刃　角錐状石器　掻器　縄文土器　石器　弥生土器　土師器　須恵器　紡錘車　青銅環　陶磁器　カワラケ　板碑　五輪塔",139.6476467,35.78156758,TRUE
13119004000,13119,"40","よつばちくいせき","四葉地区遺跡","板橋区 四葉二丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[弥生時代]環濠　住居　[平安時代]住居　土坑　溝　井戸　[近世]土壙墓　[時代不明]ピット","弥生土器　土師器　須恵器　釘　金銅製観音立像　銭貨",139.653294,35.78173754,TRUE
13119004200,13119,"42","よつばちくいせき","四葉地区遺跡","板橋区 四葉二丁目　 徳丸八丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[旧石器時代]ブロック　炭化物集中　[縄文時代]住居　陥し穴　[弥生時代][古墳時代]環濠　住居　方形周溝墓　円形周溝墓　[古墳時代]土坑　[奈良時代][平安時代]住居　土坑　地下式土坑　[中世][近世]段切り　溝　[近世]地下室　ゴミ穴　溝　[時代不明]井戸　火葬墓","ナイフ形石器　細石刃　掻器　抉入石器　敲石　石核　縄文土器　打斧　磨斧　局部磨斧　有舌尖頭器　石鏃　楔形石器　石皿　磨石　スタンプ形石器　敲石　土製品　弥生土器　磨斧　石包丁　石皿　台石　土師器　須恵器　鉄鏃　陶磁器　銭貨　獣骨",139.6548046,35.7812362,TRUE
13119004800,13119,"48","","板橋区No.48遺跡","板橋区 徳丸四丁目","[旧石器時代]","包蔵地","","石器",139.6524596,35.77128805,TRUE
13119005100,13119,"51","とくまるもりのきいせき","徳丸森木遺跡","板橋区 徳丸五丁目　 四葉一丁目","[旧石器時代][縄文時代（早期～中期・晩期）][弥生時代（後期）][古墳時代]","包蔵地・集落","[旧石器時代]ブロック　[縄文時代]土坑　[弥生時代]住居　[古墳時代]方形周溝墓　[時代不明]土坑　溝","剥片　縄文土器　石鏃　弥生土器　石器　土師器",139.6539016,35.77900372,TRUE
13119005800,13119,"58","にしだいごとうだいせき","西台後藤田遺跡","板橋区 西台一丁目　 西台三丁目　 西台四丁目　 若木二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・貝塚","","縄文土器",139.670392,35.77291791,TRUE
13119006300,13119,"63","ごたんだいせき","五段田遺跡","板橋区 西台三丁目","[旧石器時代][縄文時代（中期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・墳墓","[旧石器時代]ブロック　[縄文時代]住居　炉穴　土坑　[弥生時代]住居　方形周溝墓　土坑　溝　[奈良時代][平安時代]溝　[中世]掘立柱建物　竪穴状遺構　地下式土壙　段切状遺構　[近世]土坑　井戸　畝状遺構　道路状遺構","ナイフ形石器　石刃　剥片　縄文土器　石器　弥生土器　土師器　埴輪　陶磁器　土師質土器　金属製品　銭貨",139.6682525,35.77443569,TRUE
13119007600,13119,"76","なかだいひがしだにいせき","中台東谷遺跡","板橋区 中台一丁目　 中台二丁目","[旧石器時代][縄文時代（早期～中期・晩期）][平安時代]","包蔵地・集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　ピット　土壙墓","ナイフ形石器　角錐状石器　掻器　石核　剥片　焼礫　縄文土器　石鏃　須恵器　陶磁器",139.6811884,35.76948992,TRUE
13119007900,13119,"79","なかだいさんちょうめひがしきゅうりょう／なかだいはたなかいせき","中台三丁目東丘陵／中台畠中遺跡","板橋区 中台二丁目　 中台三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代]","包蔵地・集落","[縄文時代]住居　土坑　[弥生時代]住居　[古墳時代]住居　[平安時代]住居","ナイフ形石器　掻器　縄文土器　石器　弥生土器　土師器　須恵器　鉄鎌　土製勾玉　金環",139.6824426,35.77380927,TRUE
13119008300,13119,"83","なかだいさんちょうめみなみ／なかだいさんちょうめみなみのおかいせき","中台三丁目南／中台三丁目南の丘遺跡","板橋区 中台三丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]炉穴　土坑　[弥生時代]住居　[古墳時代]住居　[奈良時代][平安時代]住居　[時代不明]土坑","ナイフ形石器　縄文土器　石器　弥生土器　土師器　須恵器　土玉",139.6780481,35.77322432,TRUE
13119009400,13119,"94","まえのひぐらしくぼ／まえのうさぎやついせき","前野日暮久保／前野兎谷遺跡","板橋区 前野町五丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落","[縄文時代]小竪穴　[弥生時代]住居","縄文土器　石器　弥生土器　土師器",139.6853711,35.77037696,TRUE
13119009900,13119,"99","しまいはた／しむら／しむらさかうえいせき","四枚畑／志村／志村坂上遺跡","板橋区 前野町三丁目　 前野町四丁目　 志村一丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・貝塚","[旧石器時代]ブロック　礫群　[縄文時代]住居　土坑　ピット　[弥生時代]住居　[古墳時代]住居　[奈良時代][平安時代]溝　[近世]溝　道路","ナイフ形石器　掻器　縄文土器　石器　けつ状耳飾　土偶　骨角器　弥生土器　土師器　須恵器",139.6953217,35.7739031,TRUE
13119010100,13119,"101","しむらしろやまいせき・しむらじょうし","志村城山遺跡・志村城址","板橋区 志村二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・城館","[弥生時代]環濠　[古墳時代]方形周溝墓　[奈良時代][平安時代]住居　掘立柱建物　柵列　[中世]土壙　溝　堀","縄文土器　打斧　磨斧　石鏃　掻器　磨石　弥生土器　土師器　須恵器　支脚　羽口　鉄針　陶磁器",139.6877743,35.7758087,TRUE
13119010600,13119,"106","くりはらいせき","栗原遺跡","板橋区 桜川一丁目","[旧石器時代][縄文時代（早期・後期）][弥生時代][古墳時代][平安時代]","集落","[旧石器時代]礫群　[弥生時代]住居　[奈良時代]住居","掻器　礫　剥片　縄文土器　打斧　磨斧　弥生土器　土師器　須恵器　紡錘車　砥石　鎌　手斧　刀子　鑿　鉄鏃　鋸　鎖　金具",139.6739624,35.75658133,TRUE
13119011300,13119,"113","ねのかみいせき","根ノ上遺跡","板橋区 小茂根一丁目　 小茂根二丁目","[旧石器時代][縄文時代（早期）][弥生時代][平安時代]","包蔵地・集落","[縄文時代]住居　[弥生時代]住居　溝状遺構　[平安時代]住居","ナイフ形石器　細石刃核　角錐状石器　縄文土器　石器　弥生土器　土師器　須恵器　　炭化米",139.6818858,35.74661532,TRUE
13119011800,13119,"118","こやまだい／こもねこやまいせき","小山台／小茂根小山遺跡","板橋区 小茂根二丁目　 小茂根三丁目","[旧石器時代][弥生時代]","集落","[弥生時代]住居","剥片　弥生土器",139.6816798,35.7500147,TRUE
13119011900,13119,"119","もろやまとうほういせき","茂呂山東方遺跡","板橋区 小茂根三丁目","[旧石器時代][縄文時代（前期）]","包蔵地","[旧石器時代]礫群　[時代不明]住居","ナイフ形石器　剥片　縄文土器",139.6787959,35.74976393,TRUE
13119012200,13119,"122","もろいせき","茂呂遺跡","板橋区 小茂根五丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][奈良時代][平安時代]","包蔵地・集落","[旧石器時代]礫群　[平安時代]住居","ナイフ形石器　角錐状石器　掻器　石核　剥片　縄文土器　弥生土器　土師器　須恵器",139.6764957,35.75316317,TRUE
13119012400,13119,"124","むかいはらいせき","向原遺跡","板橋区 向原一丁目　 大谷口二丁目","[旧石器時代][縄文時代（草創期・前期）][弥生時代（後期）][近世]","包蔵地・集落","[旧石器時代]ブロック　[縄文時代]炉　ピット　[弥生時代]住居　ピット　[近世]土坑　溝状遺構","ナイフ形石器　尖頭器　石核　縄文土器　打斧　有舌尖頭器　石鏃　石錐　楔形石器　磨石　スタンプ形石器　土製けつ状耳飾　土製耳飾　土製品　弥生土器　土師器　紡錘車　陶磁器　瓦　砥石　金属製品　銭貨",139.686966,35.740913,TRUE
13119017100,13119,"171","にしはらいせき","西原遺跡","板橋区 双葉町","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）]","包蔵地・集落","[旧石器時代]ブロック　礫群　[縄文時代]住居　土坑　[弥生時代]住居　土坑","ナイフ形石器　石核　弥生土器",139.6984951,35.7582046,TRUE
13119017200,13119,"172","くぼたいせき","久保田遺跡","板橋区 栄町　 中板橋","[旧石器時代][縄文時代（草創・前期～後期）][弥生時代（前期・後期）][奈良時代][平安時代][中世][近世]","包蔵地・集落","[弥生時代][中世][近世]土坑　[中世]掘立柱建物　[近世]溝　[時代不明]井戸","縄文土器　弥生土器",139.7003833,35.7555021,TRUE
13120000600,13120,"6","びくにばしいせきびーちてん","比丘尼橋遺跡Ｂ地点","練馬区 大泉町二丁目","[旧石器時代][縄文時代（草創期～晩期）][弥生時代（後期）][近世]","包蔵地・集落","[旧石器時代]石器ブロック　礫群　[縄文時代]炉穴　竪穴住居跡　土坑　ピット　陥穴　集石土坑","ナイフ型石器　彫器　縄文土器　石鏃　打製石斧　けつ状耳飾　陶磁器　近世陶磁器",139.5997269,35.7575946,TRUE
13120001000,13120,"10","がいかんどうろかんれん","外かん道路関連遺跡","練馬区 大泉町三丁目　 大泉町四丁目","[旧石器時代][縄文時代（草創期～後期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・その他（低湿地）","[縄文時代]石器製作址（石鏃）　[弥生時代]方形周溝墓　[古墳時代]竪穴住居跡","（旧石器）尖頭器　ナイフ型石器　（縄文）縄文土器　打製石斧　石鏃　垂飾り　（弥生～古墳）土器　木器（段梯子　農耕具）　ガラス玉　（奈良・平安）土師器　須恵器",139.5996239,35.76386297,TRUE
13120001300,13120,"13","えちごやまにしいせき","越後山西遺跡","練馬区 大泉町一 丁目","[旧石器時代][縄文時代（中期）][弥生時代（後期）]","集落","[弥生時代]竪穴住居跡","石器　縄文土器　弥生土器",139.6026108,35.76826411,TRUE
13120001500,13120,"15","","練馬区No.15遺跡","練馬区 大泉町二丁目","[旧石器時代][縄文時代（早期）]","包蔵地","","石器　縄文土器",139.6020615,35.76230288,TRUE
13120001700,13120,"17","おおいずみなかざといせき","大泉中里遺跡","練馬区 大泉町二丁目","[旧石器時代][縄文時代（早期～後期）]","集落","[旧石器時代]礫群　[縄文時代]住居　集石　土坑","石器　縄文土器　石器",139.6058037,35.76442013,TRUE
13120001800,13120,"18","","練馬区No.18遺跡","練馬区 大泉町一丁目","[旧石器時代][縄文時代（早期・中期）][弥生時代]","包蔵地","ピット","（旧石器）細部調整剥片　（縄文）土器（早期撚糸文）　（弥生）土器",139.6059067,35.76787411,TRUE
13120002000,13120,"20","まるやまいせき","丸山遺跡","練馬区 大泉町三丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代][奈良時代][平安時代][中世]","集落","[旧石器時代]礫群　[弥生時代]住居　[中世]地下式土坑　[時代不明]溝状遺構","石器　縄文土器　弥生土器　土師器　須恵器",139.5983193,35.7636401,TRUE
13120002200,13120,"22","やつがやといせき","八ヶ谷戸遺跡","練馬区 大泉町二丁目","[旧石器時代][縄文時代（草創期～後期）]","集落","[旧石器時代]礫群　[縄文時代]竪穴住居跡　竪穴状遺構　集石　土坑　埋甕　屋外炉　ピット","旧石器（剥片）　縄文土器　石器（石鏃　打製石斧　磨製石斧　石皿　凹石）　耳栓　土錘　垂飾り",139.6028512,35.75923835,TRUE
13120002900,13120,"29","とやまいせきだい1ちてん","外山遺跡第1地点","練馬区 東大泉三丁目","[旧石器時代][縄文時代（草創期～後期）]","集落","[旧石器時代]石器ブロック　竪穴状遺構　陥穴","旧石器　縄文土器　石器",139.5911858,35.75242004,TRUE
13120003700,13120,"37","かわきたいせき","川北遺跡","練馬区 関町北四丁目","[旧石器時代][縄文時代（早期～中期）][近世]","集落","[旧石器時代]石器ブロック　[縄文時代]炉穴　陥穴　住居","［旧石器時代］黒曜石石核　［縄文時代］縄文土器（早期・中期）",139.5701736,35.72943562,TRUE
