"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","Y"
13112006600,13112,"66","うしろやといせき","後谷戸遺跡","世田谷区 赤堤三丁目","[縄文時代（中期）][弥生時代][近世]","集落","[近世]溝","縄文土器　陶磁器　土師質土器　弥生土器",139.6408322,35.65878531,TRUE
13112006700,13112,"67","あかつつみじんやいせき","赤堤陣屋遺跡","世田谷区 赤堤一丁目　 赤堤三丁目","[弥生時代]","包蔵地","","弥生土器",139.6426175,35.65706975,TRUE
13112006800,13112,"68","えんじょういんいせき","円乗院遺跡","世田谷区 代田二丁目","[縄文時代（早期）][弥生時代（後期）][古墳時代]","集落","[弥生時代]住居 竪穴 [弥生時代][古墳時代]住居 溝","縄文土器 弥生土器 石器 土師器",139.6633,35.65531,TRUE
13112007400,13112,"74","まもりやまいせき","守山遺跡","世田谷区 代田六丁目","[縄文時代（中期）][弥生時代]","包蔵地","","縄文土器 石器 弥生土器",139.6617,35.66532,TRUE
13112008600,13112,"86","さくらぎいせき","桜木遺跡","世田谷区 桜一丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代（中期）][古墳時代][平安][その他（近代）]","集落","","縄文土器 石器 貝斧",139.6412,35.64488,TRUE
13112008900,13112,"89","おおとりやまいせき","大鶏山遺跡","世田谷区 豪徳寺二丁目","[縄文時代（中期）][弥生時代]","包蔵地","","縄文土器 石器 弥生土器",139.6485,35.64927,TRUE
13112010500,13112,"105","せたいせき・せたじょうせき","瀬田遺跡・瀬田城跡","世田谷区 瀬田一丁目 瀬田二丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・城館","[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 ピット [弥生時代〜古墳時代]住居 [奈良〜平安時代]住居 [近世]ピット 土坑 井戸 溝 配石","石器 縄文土器 石器 礫 けつ状耳飾 弥生土器 土師器 須恵器 陶器 灰釉陶器 土製品 陶磁器",139.6318,35.61599,TRUE
13112010700,13112,"107","しもやまいせき","下山遺跡","世田谷区 瀬田四丁目 瀬田五丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]住居 集石 炉穴 土坑 ピット [弥生時代]環濠 住居 方形周溝墓 墓壙 甕棺 溝状遺構 [古墳時代]住居 円形周溝墓 [奈良時代][平安時代]住居","ナイフ形石器 尖頭器 礫器 縄文土器 打斧 石鏃 土錘 けつ状耳飾 弥生土器 抉入石斧 石包丁 石皿 土師器 須恵器 土製紡錘車 土製勾玉 ソロバン玉状土製品 石櫃 陶磁器 カワラケ 瓦質土器 煙管 銭貨",139.6244,35.62158,TRUE
13112011200,13112,"112","しもやまきたいせき","下山北遺跡","世田谷区 岡本一丁目","[旧石器時代][縄文時代（早期〜前期）][弥生時代][古墳時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代]住居 溝 [古墳時代]住居 [中世]掘立柱建物 井戸 [近世]建物 門","石器 縄文土器 石器 弥生土器 土師器 ガラス玉",139.6227,35.62252,TRUE
13112011700,13112,"117","かまがやいせき","鎌ヶ谷遺跡","世田谷区 瀬田一丁目","[旧石器時代][縄文時代（早期〜中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]土坑 ピット [弥生時代][古墳時代]V字溝 溝状遺構","縄文土器 石器 弥生土器 土師器 須恵器 陶器",139.6336,35.6134,TRUE
13112014300,13112,"143","すわやまいせき","諏訪山遺跡","世田谷区 奥沢一丁目 奥沢三丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][平安時代][中世][近世]","集落","[縄文時代]住居 竪穴 集石 集石土坑 焼土 土坑 ピット [平安時代]土坑 火葬墓 [中世]焼土 溝 [近世]溝","縄文土器 石器 土錘 耳栓 土製品 礫 土師器 須恵器 土師質土器 陶器 陶磁器 鉄板 人骨",139.6748,35.60334,TRUE
13112014500,13112,"145","おくさわだいいせき","奥沢台遺跡","世田谷区 奥沢六丁目 玉川田園調布二丁目","[旧石器時代][縄文時代（前期〜後期）][弥生時代（後期）][古墳時代][近世]","集落","[縄文時代]住居 竪穴 炉 屋外炉 土坑 ピット [弥生時代]住居 [古墳時代]竪穴 [近世]ピット 土坑 井戸 溝","縄文土器 石器 けつ状耳飾 石棒 石製品 土製品 礫 弥生土器 陶磁器",139.6635,35.6037,TRUE
13112015900,13112,"159","きたみじんやいせき","喜多見陣屋遺跡","世田谷区 喜多見一丁目 喜多見三丁目 喜多見四丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代（中期〜後期][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 炉穴 土坑 [弥生時代]住居 溝 [古墳時代]住居 竪穴 方形周溝墓 周溝 棺 墓壙 [奈良〜平安時代]住居 地下式土坑 [中世〜近世]掘立柱建物 ピット 礎石 土坑 井戸 溝 堀 池","石器 縄文土器 弥生土器 土師器 須恵器 埴輪 臼玉 ガラス玉 灰釉 緑釉 陶磁器 土師質土器 鉄製品 鉄鏃 釘 茶臼 羽口 瓦 板碑 銭貨 胞衣容器 人骨 灰釉陶器 円筒埴輪 土製品 鉱滓",139.5966,35.6261,TRUE
13112016200,13112,"162","しもきたざわほんむらいせき","下北沢本村遺跡","世田谷区 代沢二丁目 代沢三丁目","[弥生時代]","包蔵地","","弥生土器",139.66959,35.6574442,TRUE
13112020000,13112,"200","かわらけづかいせき","土器塚遺跡","世田谷区 代沢一丁目 池尻四丁目","[旧石器時代][縄文時代（中期）][弥生時代（後期）][古墳時代]","集落","[弥生時代]後期住居跡 [近世以降]溝","縄文土器 弥生土器 石器 陶磁器類",139.6803853,35.65597217,TRUE
13112023300,13112,"233","みしまのやしき・しもがくとうみなみいせき","三島野屋敷・下覚東南遺跡","世田谷区 喜多見九丁目","[縄文時代（草創期〜中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","","縄文土器 弥生土器 土師器 陶磁器",139.585719,35.64107299,TRUE
13112028800,13112,"288","おかもとまえこうちいせき","岡本前耕地遺跡","世田谷区 岡本二丁目","[縄文時代（早期〜晩期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石 杭列 [近世]溝","縄文土器 石器 土製品 石製品 木製品 浮子 弥生土器 土師器 須恵器 灰釉 陶磁器",139.6192162,35.62029178,TRUE
13112029400,13112,"294","ひがしやまいせき","東山遺跡","世田谷区 池尻一丁目 池尻二丁目","[旧石器時代][縄文時代（中期）][弥生時代][古墳時代]","集落","[縄文時代]竪穴 土坑","縄文土器 石器",139.6837499,35.647854,TRUE
13112029600,13112,"296","とどろきはらいせき","等々力原遺跡","世田谷区 等々力一丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][中世][近世]","集落","[縄文時代]住居 土坑 [弥生時代]住居","石器 縄文土器 石器 弥生土器 陶磁器 銭貨",139.6479353,35.60406427,TRUE
13113002600,13113,"26","","渋谷区No.26遺跡","渋谷区 代々木神園町","[縄文時代（中期）][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　須恵器",139.69809,35.66961276,TRUE
13113004200,13113,"42","","渋谷区No.42遺跡","渋谷区 桜丘町","[縄文時代（中期）][弥生時代]","包蔵地","","縄文土器　打斧　石皿　弥生土器",139.7007763,35.65499869,TRUE
13113005200,13113,"52","さるがくいせき","猿楽遺跡","渋谷区 猿楽町","[旧石器時代][弥生時代]","集落","[旧石器時代]礫群　[弥生時代]住居　溝","弥生土器　ナイフ形石器",139.7021153,35.65131628,TRUE
13113005800,13113,"58","とよさわかいづか","豊沢貝塚","渋谷区 恵比寿二丁目","[縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][平安時代]","集落・貝塚","[縄文時代]住居　土坑　埋甕　陥穴　墓壙　掘立柱建物　[平安時代]掘立柱建物","縄文土器　打製石斧　磨製石斧　石鏃　石皿　磨石　石剣　土偶　砥石　土師器　弥生土器　須恵器　縄文人骨",139.720998,35.64621084,TRUE
13113007500,13113,"75","","渋谷区No.75遺跡","渋谷区 東四丁目","[縄文時代（中期）][弥生時代]","集落","[弥生時代]住居","縄文土器　打斧　弥生土器",139.7125123,35.65360021,TRUE
13113009600,13113,"96","はちやまちょう・さるがくちょう17ばんいせき","鉢山町・猿楽町17番遺跡","渋谷区 鉢山町　 猿楽町","[旧石器時代][縄文時代][弥生時代][中世][近世]","集落","[旧石器時代]土坑　[縄文時代]住居　土坑　[弥生時代]環濠　住居　土坑　[中世]溝　[近世]掘立柱建物　溝","掻器　剥片　縄文土器　打斧　石鏃　削器　弥生土器　陶磁器",139.6984231,35.65017962,TRUE
13113010400,13113,"104","せんだがやきたのわきいせき","千駄ヶ谷北ノ脇遺跡","渋谷区 千駄ヶ谷一丁目　 千駄ヶ谷二丁目","[縄文時代][弥生時代][近世]","包蔵地","[縄文時代]〜[弥生時代]自然流路　[近世]杭跡　土坑","縄文土器　弥生土器　陶磁器",139.7131918,35.67816183,TRUE
13114001000,13114,"10","","中野区No.10遺跡","中野区 若宮二丁目","[弥生時代]","包蔵地","","弥生土器",139.6450046,35.71508925,TRUE
13114001700,13114,"17","きたはらいせき","北原遺跡","中野区 野方三丁目","[弥生時代]","包蔵地","","弥生土器",139.6547564,35.71857042,TRUE
13114001800,13114,"18","","中野区No.18遺跡","中野区 野方五丁目","[縄文時代（中期）][弥生時代]","包蔵地","","縄文土器　弥生土器",139.6532787,35.71835061,TRUE
13114002500,13114,"25","みたけいせき","御嶽遺跡","中野区 江古田一丁目","[縄文時代（前期・後期）][弥生時代][近世]","集落","[時代不明]竪穴住居跡","縄文土器　打製石斧　磨製石斧　石鏃　石皿　弥生土器　石棒　勾玉　寛永通宝",139.6718367,35.72523207,TRUE
13114002700,13114,"27","えごた（ほんたやま・てらやま・きたえごた・てらやまほくぶ・てらやまなんぶ）いせき","江古田（本田山・寺山・北江古田・寺山北部・寺山南部）遺跡","中野区 江古田二丁目　 江古田三丁目","[縄文時代（早期〜後期）][弥生時代]","集落","[縄文時代]竪穴住居址　集石　土坑　ピット状遺構　木道","縄文土器　打製石斧　磨製石斧　石鏃　石匙　石皿　磨石　凹石　敲石　耳飾　石棒　櫂　編籠",139.6661404,35.72901701,TRUE
13114004400,13114,"44","かたやまいせき","片山遺跡","中野区 松が丘二丁目","[縄文時代（早期・後期）][弥生時代][中世][近世]","集落","[弥生時代][古墳時代]竪穴住居跡　土坑　溝状遺構","縄文土器　打製石斧　磨製石斧　礫器　石鏃　砥石　弥生土器",139.6697081,35.72252846,TRUE
13114004700,13114,"47","ぬまぶくろちょうひかわじんじゃふきんいせき","沼袋町氷川神社付近遺跡","中野区 沼袋一丁目","[縄文時代（中期〜後期）][弥生時代][古墳時代][奈良時代]","集落","[時代不明]竪穴住居跡","縄文土器　石器　弥生土器　土師器　須恵器　蔵骨器　鉄滓",139.6667898,35.71985262,TRUE
13114005300,13114,"53","へいわのもりこうえんきたいせき","平和の森公園北遺跡","中野区 新井三丁目　 新井四丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代][古墳時代][近世]","集落","[縄文時代]竪穴住居跡　土坑　小形円形竪穴　[弥生時代]竪穴住居跡　土坑　[古墳時代]竪穴住居跡　溝　[近世]空堀　方形竪穴","縄文土器　弥生土器　炭化物　土師器　滑石製紡錘車　陶磁器　高田徳利　キセル　燈明皿　擂り鉢　寛永通宝　ミニチュア製品",139.6622065,35.71639621,TRUE
13114007300,13114,"73","とうごうちょういせき","東郷町遺跡","中野区 本町三丁目","[弥生時代]","包蔵地","","弥生土器",139.6771138,35.69492845,TRUE
13114007400,13114,"74","どうげんちょう","道玄町遺跡","中野区 本町三丁目","[弥生時代]","包蔵地","","弥生土器",139.6758092,35.69593221,TRUE
13114007500,13114,"75","みやさとちょうひかわじんじゃ","宮里町氷川神社遺跡","中野区 本町四丁目","[弥生時代][奈良時代][平安時代]","包蔵地","","弥生土器　土師器　須恵器　鈴　鏡破片　刀剣　鉄滓",139.6740239,35.69423138,TRUE
13114007600,13114,"76","みやさとちょう","宮里町遺跡","中野区 本町四丁目","[弥生時代]","包蔵地","","弥生土器",139.6723073,35.69431503,TRUE
13114008300,13114,"83","かわしまちょう","川島町遺跡","中野区 弥生町三丁目　 弥生町四丁目","[縄文時代（後期）][弥生時代][古墳時代]","集落","[弥生時代]竪穴住居跡","縄文土器　石斧　弥生土器　土師器",139.6739896,35.68935176,TRUE
13114008600,13114,"86","ふじみだい（だいごこうとうじょしこう）（とりつふじこうこう）いせき","富士見台（第五高等女子校）（都立富士高校内）遺跡","中野区 弥生町五丁目","[縄文時代（早期〜中期）][弥生時代][古墳時代]","集落","[縄文時代]竪穴住居跡　[古墳時代]環濠　5軒","縄文土器　打製石斧　石鏃　石皿　凹石　石棒　弥生土器　土師器　鉄製品　瑪瑙製勾玉　土製品　紡錘車　砥石　鉄滓",139.6678098,35.68988157,TRUE
13114009300,13114,"93","むかいだい（ひろまち）せき","向田（広町）遺跡","中野区 弥生町六丁目　 南台五丁目","[旧石器時代][縄文時代（後期）][弥生時代][古墳時代]","集落","[古墳時代]竪穴住居跡","土師器　須恵器　支脚形土製品　玉類　縄文土器　石掻　弥生土器　土錘　獣魚骨",139.6613553,35.6853642,TRUE
13115000700,13115,"7","","杉並区No.7遺跡","杉並区 下井草一丁目","[縄文時代（中期）][弥生時代][古墳時代]","包蔵地","","縄文土器　弥生土器　土師器",139.6310869,35.71734835,TRUE
13115000800,13115,"8","","杉並区No.8遺跡","杉並区 下井草二丁目","[縄文時代（後期）][弥生時代]","包蔵地","","縄文土器　弥生土器",139.627791,35.71726473,TRUE
13115002300,13115,"23","","杉並区No.23遺跡","杉並区 本天沼三丁目","[縄文時代（前期）][弥生時代]","包蔵地","","縄文土器　打斧　石錘　けつ状土製品?",139.6214739,35.71361306,TRUE
13115003500,13115,"35","にしだしょうがっこうきたいせき","西田小学校北遺跡","杉並区 荻窪一丁目","[縄文時代（中期）][弥生時代]","集落","[縄文時代]住居跡　土坑　溝状遺構　[弥生時代]住居","縄文土器　打斧　弥生土器　土製品　石鏃",139.6228381,35.69525952,TRUE
13115004500,13115,"45","くまのじんじゃいせき","熊野神社遺跡","杉並区 成田西三丁目","[縄文時代（早期〜後期）][弥生時代][古墳時代]","集落","[縄文時代]住居　[古墳時代]住居","縄文土器　打斧　磨斧　石槍　石鏃　土師器",139.6323745,35.69408399,TRUE
13115004700,13115,"47","やくらだいみなみいせき","矢倉台南遺跡","杉並区 成田西四丁目　 荻窪一丁目","[縄文時代（草創期〜後期）][弥生時代][古墳時代][中世]","集落","[古墳時代]住居　[縄文時代]住居跡　[中世]溝状遺構","縄文土器　打斧　石鏃　石匙　石皿　弥生土器　土錘　土師器　有舌尖頭器　翡翠製石製品　須恵器　陶器　礫石器",139.626538,35.69360999,TRUE
13115005000,13115,"50","","杉並区No.50遺跡","杉並区 成田東二丁目","[縄文時代（中期）][弥生時代]","包蔵地","","縄文土器　弥生土器",139.6340892,35.68802788,TRUE
13115005300,13115,"53","どうかくいせき","道角遺跡","杉並区 大宮二丁目　成田西一丁目","[縄文時代（草創期〜中期）][弥生時代（後期）][近世]","集落","[弥生時代]住居跡　[近世]溝状道構","縄文土器　石斧　尖頭器　スクレイパー",139.6380031,35.68479317,TRUE
13115005400,13115,"54","おおみや（わだぼり）いせき","大宮(和田堀)遺跡","杉並区 大宮二丁目","[旧石器時代][縄文時代（草創期〜後期）][弥生時代]","集落（方形周溝墓）","[弥生時代]方形周溝墓　都指定史跡-大宮遺跡　（昭和54.3.31）","縄文土器　礫器　石鏃　石匙　弥生土器　勾玉　ガラス小玉　土師器",139.6395824,35.68339886,TRUE
13115005900,13115,"59","まつのきいせき","松ノ木遺跡","杉並区 松ノ木一丁目","[縄文時代（中期）][弥生時代][古墳時代]","集落","[不]住居","縄文土器　石斧　石鏃　凹石　土錘　土偶　炭化米　炭化材　弥生土器　土師器　支脚",139.6411273,35.68641055,TRUE
13115006000,13115,"60","ほうなんちょうみねいせきぐん（ほうなんみね・みねみなみ・ほうなん・みね・かまでらひがし・かまでら）いせき","方南町峰遺跡群（方南峰・峰南・方南・峯・釜寺東・釜寺）遺跡","杉並区 堀ノ内一丁目　 方南二丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][奈良時代][近世]","集落","[旧石器時代]ブロック　礫群　[縄文時代]住居　炉穴　遺物集中部　炉跡　[弥生時代]住居　環濠　[古墳時代]住居　[近世]溝状遺構　地下室　地下坑","ナイフ形石器　彫器　スクレイパー　敲石　石核　剥片　縄文土器　土製蓋　ミニチュア土器　土偶　打製石斧　磨製石斧石鏃　石錘　石皿　磨石　凹石　石棒　炭化材　炭化米　弥生土器　ガラス小玉　砥石　土師器　須恵器　支脚　紡錘車　鉄環　磁器　陶器",139.6573439,35.68350464,TRUE
13115006200,13115,"62","せいびだいいせき","済美台遺跡","杉並区 大宮一丁目　 堀ノ内一丁目","[旧石器時代][縄文時代（草創期〜後期）][弥生時代][古墳時代][奈良時代]","集落","[旧石器時代]礫群　[縄文時代]住居　[弥生時代]周溝(方形周溝墓?)　杉並125参照","剥片　縄文土器　打斧　石鏃　石槍　石匙　土錘　土偶　弥生土器　滑石製勾玉　土師器　須恵器　炭化物",139.6471873,35.68778392,TRUE
13115006500,13115,"65","ほりのうちなかどおりいせき","堀ノ内中通遺跡","杉並区 堀ノ内二丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代]","包蔵地","[縄文時代]住居","縄文土器　土師器　須恵器",139.6512671,35.68721345,TRUE
13115006700,13115,"67","","杉並区No.67遺跡","杉並区 和田一丁目","[縄文時代（後期）][弥生時代]","包蔵地","","縄文土器　弥生土器",139.6606228,35.69093941,TRUE
13115006800,13115,"68","ほんむらはらいせきしーちてん","本村原遺跡C地点","杉並区 和田一丁目","[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][平安時代][近世]","包蔵地・集落","[縄文時代]陥穴　[弥生時代]住居　[平安時代]住居　[近世]土坑　溝　植栽跡　段切り状遺構","縄文土器　弥生土器　埴輪　土師器　須恵器　陶磁器　炉器　土器　瓦　土製品　石製品　金属製品　銭貨　ガラス製品",139.662614,35.69361621,TRUE
13115007200,13115,"72","ほんじんやまいせき","本陣山遺跡","杉並区 堀ノ内二丁目　和田二丁目","[縄文時代（早期〜中期）][弥生時代（後期）][古墳時代][中世][近世]","集落","[縄文時代]炉穴　集石　土坑　ピット　[弥生時代]住居跡　[中世][近世]掘立柱建物","（旧石器）敲石　剥片類　（縄文）土器　土製円板　（弥生）土器　ガラス小玉　（古墳時代以降）土師器　砥石　鉄環　カワラケ　陶磁器　鉄器など",139.653824,35.685158,TRUE
13115008100,13115,"81","どうのしたいせき","堂の下遺跡","杉並区 高井戸東一丁目","[旧石器時代][縄文時代（早期〜中期）][弥生時代（後期）][近世]","包蔵地・集落","[旧石器時代]礫群　ブロック　[縄文時代]竪穴式遺構　炉穴　ピット　焼土跡　集石　集石土坑　陥し穴　土坑　[弥生時代]方形周溝墓　[近世]溝　炭焼窯　地下室","ナイフ型石器　角錐状石器　スクレイパー　彫器　楔形石器　石斧　敲石　石核　剥片　削石　縄文土器　石鏃　有舌尖頭器　打製石斧　磨製石斧　　礫斧　磨石　スタンプ型石器　石皿　弥生土器　陶磁器",139.6235149,35.67968988,TRUE
13115010800,13115,"108","","杉並区No.108遺跡","杉並区 久我山五丁目","[縄文時代（早期・中期）][弥生時代]","包蔵地","","縄文土器　弥生土器",139.6007526,35.68858558,TRUE
13115012900,13115,"129","にっしょうじいせきびーちてん","日性寺遺跡B地点","杉並区 成田西二丁目","[旧石器時代][縄文時代（中期）][弥生時代][古墳時代][近世]","集落","[縄文時代]土坑　[古墳時代]住居　[不]ピット群","掻器　縄文土器　石皿　磨石　弥生土器　土師器　土玉　陶磁器",139.628926,35.68857844,TRUE
13115013100,13115,"131","","杉並区No.131遺跡","杉並区 下高井戸五丁目","[弥生時代]","包蔵地","","弥生土器",139.6228625,35.67701261,TRUE
13115017400,13115,"174","ほんむらはらいせき","本村原遺跡","杉並区 和田一丁目","[縄文時代（早期〜前期・後期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地","[縄文時代]ユニット　集石　土坑","縄文土器　打斧　石鏃　磨石　弥生土器　土師器　須恵器　円筒埴輪　陶磁器",139.6624767,35.69272395,TRUE
13115017500,13115,"175","ほんむらはらいせきびーちてん","本村原遺跡B地点","杉並区 和田一丁目","[縄文時代（早期〜中期）][弥生時代（後期）][近世]","集落","[弥生時代]住居","縄文土器　弥生土器",139.662923,35.6919711,TRUE
13115017600,13115,"176","かまくらばしうえいせき","鎌倉橋上遺跡","杉並区 浜田山一丁目　 浜田山二丁目","[旧石器時代][縄文時代（早期〜後期）]　[弥生時代（後期）][古墳時代][中世][近世]","集落","[旧石器時代]礫群　ブロック　[縄文時代]住居　土坑　[弥生時代]住居　環濠","細石器　細石刃　ナイフ形石器　角錐状石器　スクレイパー　石刃　石核　細石核　縄文土器　尖頭器　打製石斧　石匙　磨石　土偶　弥生土器　石器　ミニチュア土器　被熱粘土塊　陶磁器　銭貨　鉄鏃　土師器",139.6274325,35.67714111,TRUE
13115018500,13115,"185","ねがわらいせきびーちてん","根河原遺跡B地点","杉並区 和泉四丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代][中世][近世]","包蔵地","[縄文時代]礫集中部","縄文土器　弥生土器　土師器　石器　陶器　土製品　ガラス製品",139.6492415,35.67842914,TRUE
13115018700,13115,"187","せいびだいいせきびーちてん","済美台遺跡B地点","杉並区 大宮一丁目","[縄文時代（中期〜晩期）]［弥生時代（後期）］","包蔵地","溝、落ち込み、木列に伴う遺物集中部、ピット、土坑","縄文土器　打製石斧　弥生土器　種子　礫　陶器　不明土器",139.6452815,35.68880866,TRUE
13116000100,13116,"1","ひかわじんじゃうらかいづか","氷川神社裏貝塚","豊島区 池袋本町二丁目　 池袋本町三丁目","[縄文時代（前期～晩期）][弥生時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文]貝塚、包含層、土坑　[中～近世]溝状遺構　[近世]土坑　生垣　溝　道　掘立柱建物　作物貯蔵孔　動物埋葬墓　畝状遺構","縄文土器　石斧　石鏃　玉類　土偶　弥生土器　土師器　須恵器　陶磁器　土器　土製品　石製品　金属製品　渡来銭　硝子製品　動物遺体",139.7105424,35.74290873,TRUE
13116000500,13116,"5","そめいいせき","染井遺跡","豊島区 巣鴨一丁目　 巣鴨二丁目　 巣鴨三丁目　 巣鴨四丁目　 巣鴨五丁目　 駒込一丁目　 駒込二丁目　 駒込三丁目　 駒込四丁目　 駒込五丁目　 駒込六丁目　 駒込七丁目","[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地・集落・貝塚・屋敷（大名屋敷）・その他（町屋）","[縄]住居　陥し穴　[弥生時代]方形周溝墓　[中世]道路　[近世]掘立柱建物　方形竪穴　土坑　地下室　門　井戸　畝　溝　柵列　地鎮址　ピット　畝状遺構","縄文土器　石器　弥生土器　土師器　須恵器　陶磁器　舶載磁器　土製品　石製品　硝子製品　金属製品",139.7413728,35.73716819,TRUE
13116000600,13116,"6","すがもいせき","巣鴨遺跡","豊島区 巣鴨一丁目　 巣鴨二丁目　 巣鴨三丁目　 巣鴨四丁目","[縄文時代（中期〜後期）][弥生時代（後期）][近世]","包蔵地・集落・屋敷（武家屋敷）・その他（町屋）","[近世]溝状遺構　道路跡　礎石　柱穴列　ピット　土間状遺構　砂利面　埋桶埋設遺構　地下室　焼土整理土坑　ゴミ穴　植栽痕　井戸　土坑　方形竪穴　花壇　掘立柱建物　埋甕　堀　生垣　塀　小穴　硬化面","縄文土器　弥生土器　須恵器　陶磁器　近世土器　近世陶磁器　舶載磁器　国産陶磁器　土製品　石製品　金属製品　木製品　ガラス製品　銭貨　フイゴの羽口　貝　骨角製品　樹脂製品　土器　瓦　磁製品　陶製品　動物遺体",139.735708,35.73549611,TRUE
13116000800,13116,"8","こまごめいっちょうめいせき","駒込一丁目遺跡","豊島区 駒込一丁目","[縄文時代（中期）][弥生時代（後期）][近世]","包蔵地・集落・その他（町屋）","[縄]土坑　[弥生時代]竪穴住居址　[近世]ピット群　塀　生垣　溝状遺構　堀　区画施設　畠畝　ゴミ穴　礎石建物列　廃棄坑　防空壕　雨水処理　溝　鍛冶関係遺構　胞衣埋納遺構　地鎮遺構　地下室　貯蔵穴　池　井戸　埋設管　煉瓦枡　甕埋設遺構","縄文土器　打製石斧　磨製石斧　弥生土器　土師器　須恵器　中世陶器　磁器　陶器　土器　土製品　瓦　石製品　金属製品　銭貨　硝子製品　動物遺体",139.7494409,35.73394593,TRUE
13117000100,13117,"1","うきまいせき","浮間遺跡","北区 浮間四丁目","[弥生時代][平安時代][中世]","包蔵地","[中世]溝","弥生土器　土師器　須恵器　陶磁器",139.6972722,35.78768443,TRUE
13117000200,13117,"2","うきまふそうどうねつないいせき","浮間扶桑動熱内遺跡","北区 浮間四丁目","[弥生時代]","包蔵地","","弥生土器　磨斧　有角石斧",139.6909207,35.78657043,TRUE
13117000400,13117,"4","ふくろていちいせき","袋低地遺跡","北区 赤羽北一丁目　赤羽北二丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文時代]集石群　自然流路　貝塚　[古墳時代][奈良時代][平安時代]土坑　溝址　井戸址　[中世][近世]土坑　溝址　井戸址","縄文土器　石錘　土錘　漆塗土器　朱漆木製耳栓　牙製装飾品　石棒　石器　弥生土器　土師器　須恵器　陶磁器類　独木舟　漆器　飾り弓　銭貨",139.7092754,35.78541401,TRUE
13117000500,13117,"5","あかばねだいいせき","赤羽台遺跡","北区 赤羽台四丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]石器ブロック　[縄文時代]住居址　集石　炉穴　土坑　[弥生時代]環濠　方形周溝墓　土坑　住居址　[古墳時代]住居址　溝状遺構　[奈良時代][平安時代]住居址　掘立柱建物址　特殊遺構　[平安時代]住居　[中世]土坑　地下式土坑溝　[中世][近世]地下式壙　溝址　[近世]地下室　溝　[近代]近衛工兵隊関連施設","旧石器　石器　縄文土器　石斧　礫器　有舌尖頭器　石鏃　敲石　弥生土器　ガラス玉　土師器　須恵器　鉄器　蔵骨器　板碑　陶磁器類",139.712228,35.7839379,TRUE
13117000800,13117,"8","きりがおかいせき","桐ヶ丘遺跡","北区 赤羽北三丁目　桐ヶ丘一丁目　桐ヶ丘二丁目","[旧石器時代][縄文時代（早期・中期〜後期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","[旧石器時代]礫群　[縄文時代][弥生時代][古墳時代][奈良時代][平安時代]住居","石器　縄文土器　弥生土器　土師器　須恵器　鎌　刀子　砥石　鉄滓",139.7056019,35.77984366,TRUE
13117000900,13117,"9","あかばねうえのだいいせき","赤羽上ノ台遺跡","北区 赤羽台一丁目","[縄文時代（早期）][弥生時代][奈良時代][平安時代]","集落","[縄文時代]炉穴　[奈良時代]住居　掘立柱建物　溝","縄文土器　弥生土器　石器　土師器　須恵器",139.7171313,35.77942863,TRUE
13117001300,13117,"13","しましたいせき","島下遺跡","北区 赤羽西五丁目　赤羽西六丁目","[縄文時代（早期・後期）][弥生時代]","包蔵地","","縄文土器　弥生土器",139.7079303,35.77360717,TRUE
